,total_count,b1_count,b2_count,b3_count,b4_count,b5_count,gender_freq,gender_proximity,tf_idf,deadly_word,deadly_last_5_mention,deadly_last_5density,deadly_last_1_mention,deadly_last_1density,deg_center,between_center,close_center,page_rank
0,82,13,7,33,27,2,1,1,0.011873879934771323,8,28,0.012950971322849213,8,0.017857142857142856,1.0,0.0,1.0,0.002346427927953689
1,342,78,45,68,50,101,1,1,0.014325188151286914,8,8,0.0073937153419593345,2,0.004878048780487805,1.0,0.0,1.0,0.0015552168702100482
2,360,60,41,98,114,47,1,0,0.015446289832691976,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00022738233837497025
3,2368,353,400,577,525,513,1,0,0.0161727242555166,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00021872265966754154
4,402,68,77,56,115,86,1,0,0.023781260321630658,5,17,0.012927756653992395,3,0.006097560975609756,1.0,0.0,1.0,0.0009245606980758602
5,10,0,8,0,0,2,1,0,0.031676961570950346,0,0,0.0,0,0.0,1.0,0.0,1.0,0.000297739814447212
6,67,0,13,15,33,6,1,1,0.005916319670838974,2,7,0.006965174129353234,1,0.005813953488372093,1.0,0.0,1.0,0.0014362728928705814
7,138,47,15,20,50,6,1,1,0.008410024241087003,1,2,0.001976284584980237,0,0.0,1.0,0.0,1.0,0.0009801687806807859
8,18,0,17,1,0,0,1,0,0.008388933271203401,3,6,0.007151370679380214,0,0.0,1.0,0.0,1.0,0.0007363539328069198
9,8,0,1,5,2,0,1,0,0.004745612220367092,2,14,0.007074279939363315,9,0.008174386920980926,1.0,0.0,1.0,0.0014498776098717146
10,165,14,14,18,69,50,0,0,0.09010335735736986,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00021872265966754154
11,58,0,16,18,4,20,1,0,0.008324766712365695,1,8,0.005983545250560957,7,0.0125,1.0,0.0,1.0,0.0009737243229600845
12,87,24,5,15,16,27,1,1,0.005413419333887374,16,28,0.011258544431041415,1,0.0027397260273972603,1.0,0.0,1.0,0.00757272137503957
13,101,24,19,15,16,27,1,1,0.005922917624135598,2,13,0.005909090909090909,7,0.0125,1.0,0.0,1.0,0.0013664404658174202
14,164,34,16,51,8,55,1,1,0.0089474571197011,3,11,0.012429378531073447,11,0.013205282112845138,1.0,0.0,1.0,0.0018725266400024256
15,666,62,108,206,144,146,1,0,0.008619581379850434,3,30,0.012987012987012988,15,0.014577259475218658,1.0,0.0,1.0,0.0012838467112066237
16,74,1,47,17,7,2,1,1,0.025993977147772275,15,3,0.03225806451612903,1,0.045454545454545456,1.0,0.0,1.0,0.0007709190805308039
17,55,0,19,11,13,12,1,0,0.009459976598764689,1,8,0.0055248618784530384,7,0.0125,1.0,0.0,1.0,0.0008833584259527086
18,14,0,3,1,9,1,1,1,0.007190742763931977,3,17,0.013006885998469778,3,0.006097560975609756,1.0,0.0,1.0,0.0009802652372259742
19,11,0,2,2,5,2,1,1,0.004683356166457622,5,36,0.012600630031501575,8,0.017857142857142856,1.0,0.0,1.0,0.0020617519725767324
20,57,6,5,7,38,1,1,1,0.00747352613595007,4,18,0.008871365204534253,0,0.0,1.0,0.0,1.0,0.0020131450136856256
21,28,0,14,12,2,0,1,0,0.0031431403729315064,2,6,0.006644518272425249,5,0.0056947608200455585,1.0,0.0,1.0,0.0007230482841820724
22,245,3,20,40,131,51,1,1,0.021511627473475885,3,7,0.006986027944111776,3,0.007853403141361256,1.0,0.0,1.0,0.0010131916571200516
23,160,34,16,51,4,55,1,0,0.013914913147658645,3,11,0.012074643249176729,11,0.013205282112845138,1.0,0.0,1.0,0.0015051003585159195
24,19,0,0,6,2,11,1,0,0.004262201776274123,2,3,0.0078125,3,0.010135135135135136,1.0,0.0,1.0,0.0023085537920185385
25,807,161,193,159,111,183,1,0,0.003793125088161065,1,9,0.008174386920980926,9,0.008174386920980926,1.0,0.0,1.0,0.0013437631881705481
26,160,34,16,51,4,55,1,1,0.006585280178090837,1,11,0.012761020881670533,11,0.013205282112845138,1.0,0.0,1.0,0.0007833360482160332
27,50,3,14,6,21,6,1,0,0.00523578187454523,2,6,0.005212858384013901,1,0.0027397260273972603,1.0,0.0,1.0,0.0009267780552146807
28,107,5,16,6,71,9,1,0,0.010524195376758385,7,16,0.012139605462822459,3,0.007853403141361256,1.0,0.0,1.0,0.002874020766127995
29,1273,168,281,271,281,272,1,0,0.011935061649958063,2,23,0.01119221411192214,13,0.01463963963963964,1.0,0.0,1.0,0.0015313211060125008
30,4,0,0,0,0,4,1,0,0.0051982706167713385,0,0,0.0,0,0.0,1.0,0.0,1.0,0.0006654558070446342
31,326,14,80,54,127,51,1,1,0.01742597548277606,6,15,0.015105740181268883,13,0.01463963963963964,1.0,0.0,1.0,0.0023968540141160225
32,63,1,0,1,2,59,1,0,0.008613172769159093,2,11,0.011982570806100218,11,0.013205282112845138,1.0,0.0,1.0,0.001366373391640161
33,400,73,10,35,21,261,1,1,0.028559603892514947,5,10,0.011454753722794959,3,0.012195121951219513,1.0,0.0,1.0,0.0009279553129780564
34,149,8,18,85,11,27,1,1,0.015594811850314015,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00038557112651686315
35,14,0,3,3,7,1,1,0,0.004990954063369823,2,22,0.010832102412604629,13,0.01463963963963964,1.0,0.0,1.0,0.0015419826862697857
36,2,1,0,1,0,0,1,1,0.2027325540540822,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00034307897749972523
37,8,0,1,3,1,3,1,1,0.0031109854842058648,1,9,0.00804289544235925,3,0.010135135135135136,1.0,0.0,1.0,0.001585747366729041
38,5,0,0,4,1,0,1,0,0.0049019961256600185,1,4,0.0069084628670120895,3,0.00974025974025974,1.0,0.0,1.0,0.000587185463004054
39,3,0,0,0,2,1,1,0,0.028961793436297456,0,0,0.0,0,0.0,1.0,0.0,1.0,0.00041795912132899213
